1	ну	ну	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#1.07#1.442
2	для	для	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#1.442#1.814
3	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#1.814#2.186
4	чтоб	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@pp1990m-words#@pp1990m#2.186#2.558
5	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#2.558#2.93
6	с	с	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#2.93#3.302
7	ней	она	PRON	_	Case=Ins|Gender=Fem|Number=Sing|Person=3	_	_	_	@pp1990m-words#@pp1990m#3.302#3.674
8	комфортно	комфортно	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#3.674#4.052
9	существовать	существовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#4.116#4.483
10	жить	жить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#4.483#4.85
11	на	на	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#4.85#5.217
12	одной	один	PRON	_	Case=Loc|Gender=Fem	_	_	_	@pp1990m-words#@pp1990m#5.217#5.584
13	территории	территория	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#5.584#5.951
14	в	в	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#5.951#6.318
15	одной	один	PRON	_	Case=Loc|Gender=Fem	_	_	_	@pp1990m-words#@pp1990m#6.318#6.685
16	квартире	квартира	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#6.685#7.052
17	в	в	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#7.052#7.419
18	одном	один	PRON	_	Case=Loc|Gender=Masc	_	_	_	@pp1990m-words#@pp1990m#7.419#7.786
19	доме	дом	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#7.786#8.153
20	и	и	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#8.153#8.52
21	так	так	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#8.52#8.887
22	далее	далее	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#8.887#9.254
23	для	для	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#9.254#9.621
24	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#9.621#9.988
25	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@pp1990m-words#@pp1990m#9.988#10.355
26	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#10.355#10.722
27	возможность	возможность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#10.722#11.089
28	управлять	управлять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#11.089#11.456
29	собакой	собака	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#11.456#11.823
30	и	и	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#11.823#12.19
31	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#12.19#12.557
32	некое	некий	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#12.557#12.924
33	взаимопонимание	взаимопонимание	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#12.924#13.291
34	да	да	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#13.291#13.658
35	потому	потому	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#13.658#14.025
36	что	что	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#14.025#14.4
37	очень	очень	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#15.006#15.601
38	часто	часто	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#15.601#16.196
39	ээ	ээ	INTJ	_	_	_	_	_	@pp1990m-words#@pp1990m#16.39#16.75
40	у	у	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#16.75#17.11
41	владельцев	владелец	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#17.11#17.47
42	собак	собака	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#17.47#17.83
43	вызывают	вызывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#17.83#18.19
44	собаки	собака	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#18.19#18.55
45	негативные	негативный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#18.55#18.91
46	эмоции	эмоция	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#18.91#19.27
47	из-за	из-за	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#19.27#19.63
48	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#19.63#19.99
49	что	что	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#19.99#20.35
50	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@pp1990m-words#@pp1990m#20.35#20.71
51	просто	просто	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#20.71#21.07
52	элементарно	элементарно	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#21.07#21.43
53	не	не	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#21.43#21.79
54	слушаются	слушаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#21.79#22.15
55	да	да	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#22.15#22.51
56	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#22.51#22.87
57	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#22.87#23.23
58	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#23.23#23.59
59	по	по	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#23.775#24.078
60	привычке	привычка	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#24.078#24.381
61	с	с	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#24.381#24.684
62	собаками	собака	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#24.684#24.987
63	разговариваем	разговаривать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#24.987#25.29
64	как	как	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#25.29#25.593
65	с	с	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#25.593#25.896
66	людьми	человек	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#25.896#26.199
67	да	да	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#26.199#26.505
68	нам	мы	PRON	_	Case=Dat|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#26.61#26.875
69	почему-то	почему-то	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#26.875#27.14
70	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pp1990m-words#@pp1990m#27.14#27.405
71	что	что	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#27.405#27.67
72	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@pp1990m-words#@pp1990m#27.67#27.935
73	должны	должный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@pp1990m-words#@pp1990m#27.935#28.2
74	нас	мы	PRON	_	Case=Acc|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#28.2#28.465
75	понимать	понимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#28.465#28.73
76	да	да	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#28.73#28.995
77	вот	вот	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#28.995#29.26
78	даже	даже	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#29.26#29.525
79	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@pp1990m-words#@pp1990m#29.525#29.79
80	поймут	понять	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#29.79#30.055
81	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#30.055#30.32
82	у	у	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#30.32#30.585
83	кого	кто	PRON	_	Case=Gen	_	_	_	@pp1990m-words#@pp1990m#30.585#30.85
84	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#30.85#31.115
85	маленькие	маленький	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#31.115#31.38
86	дети	ребенок	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#31.38#31.65
87	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#31.815#32.18
88	когда	когда	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#32.41#32.685
89	вот	вот	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#32.685#32.96
90	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@pp1990m-words#@pp1990m#32.96#33.235
91	немного	немного	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#33.235#33.51
92	подрастает	подрастать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#33.51#33.785
93	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#33.785#34.06
94	к	к	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#34.06#34.335
95	нему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@pp1990m-words#@pp1990m#34.335#34.61
96	тоже	тоже	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#34.61#34.885
97	так	так	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#34.885#35.16
98	обращаемся	обращаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pp1990m-words#@pp1990m#35.16#35.435
99	как	как	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#35.435#35.71
100	будто	будто	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#35.71#35.985
101	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@pp1990m-words#@pp1990m#35.985#36.26
102	уже	уже	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#36.26#36.535
103	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#36.535#36.81
104	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#36.81#37.085
105	и	и	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#37.085#37.36
106	понимает	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#37.36#37.653
107	вот	вот	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#37.82#38.31
108	но	но	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#38.31#38.8
109	э	э	INTJ	_	_	_	_	_	@pp1990m-words#@pp1990m#39.0#39.35
110	когда	когда	SCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#39.35#39.7
111	никакой	никакой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#39.79#40.105
112	обратной	обратный	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#40.105#40.42
113	реакции	реакция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#40.42#40.735
114	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#40.735#41.05
115	не	не	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#41.05#41.365
116	получаем	получать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#41.365#41.68
117	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#41.68#41.995
118	там	там	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#41.995#42.31
119	говорим	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#42.31#42.625
120	например	например	ADV	_	_	_	_	_	@pp1990m-words#@pp1990m#42.625#42.94
121	собаке	собака	NOUN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#42.94#43.26
122	ну	ну	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#43.37#43.581
123	иди	идти	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#43.581#43.792
124	ко	к	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#43.792#44.003
125	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pp1990m-words#@pp1990m#44.003#44.214
126	подойди	подойти	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#44.214#44.425
127	ко	к	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#44.425#44.636
128	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pp1990m-words#@pp1990m#44.636#44.847
129	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@pp1990m-words#@pp1990m#44.847#45.058
130	не	не	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#45.058#45.269
131	подходит	подходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#45.269#45.48
132	да	да	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#45.48#45.693
133	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#45.885#46.12
134	что	что	PRON	_	Case=Acc	_	_	_	@pp1990m-words#@pp1990m#46.12#46.355
135	делаем	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#46.355#46.59
136	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@pp1990m-words#@pp1990m#46.7#47.015
137	повторяем	повторять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#47.015#47.33
138	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#47.33#47.645
139	фразу	фраза	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#47.645#47.96
140	ещё	еще	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#47.96#48.275
141	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#48.275#48.59
142	и	и	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#48.84#49.07
143	ещё	еще	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#49.07#49.3
144	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#49.3#49.53
145	потом	потом	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#49.59#49.942
146	повторяем	повторять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#49.942#50.294
147	чуть	чуть	ADV	_	_	_	_	_	@pp1990m-words#@pp1990m#50.294#50.646
148	громче	громко	ADV	_	Degree=Cmp	_	_	_	@pp1990m-words#@pp1990m#50.646#51.0
149	чуть	чуть	ADV	_	_	_	_	_	@pp1990m-words#@pp1990m#51.18#51.519
150	громче	громко	ADV	_	Degree=Cmp	_	_	_	@pp1990m-words#@pp1990m#51.519#51.858
151	потом	потом	ADV	_	_	_	_	_	@pp1990m-words#@pp1990m#51.858#52.197
152	завозим	завозить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#52.197#52.536
153	себя	себя	PRON	_	Case=Acc	_	_	_	@pp1990m-words#@pp1990m#52.536#52.875
154	условно	условно	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#52.875#53.214
155	говоря	говорить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#53.214#53.553
156	и	и	CCONJ	_	_	_	_	_	@pp1990m-words#@pp1990m#53.553#53.892
157	начинаем	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#53.892#54.231
158	нервничать	нервничать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#54.231#54.57
159	да	да	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#54.57#54.91
160	вот	вот	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#55.22#55.46
161	поэтому	поэтому	ADV	_	_	_	_	_	@pp1990m-words#@pp1990m#55.526#55.82
162	для	для	ADP	_	_	_	_	_	@pp1990m-words#@pp1990m#55.82#56.114
163	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#56.114#56.408
164	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@pp1990m-words#@pp1990m#56.408#56.702
165	не	не	PART	_	_	_	_	_	@pp1990m-words#@pp1990m#56.702#56.996
166	нервничать	нервничать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#56.996#57.29
167	эээ	эээ	INTJ	_	_	_	_	_	@pp1990m-words#@pp1990m#57.335#57.741
168	необходимо	необходимый	ADV	_	_	_	_	_	@pp1990m-words#@pp1990m#57.741#58.147
169	собаку	собака	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pp1990m-words#@pp1990m#58.147#58.553
170	обучить	обучать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#58.553#58.959
171	командам	команда	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@pp1990m-words#@pp1990m#58.959#59.365
172	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@pp1990m-words#@pp1990m#59.365#59.771
173	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@pp1990m-words#@pp1990m#59.771#60.177
174	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#60.177#60.583
175	понимать	понимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pp1990m-words#@pp1990m#60.583#60.993
